school_code,case_number,report_datetime,occurred_datetime,location,latitude,longitude,description,disposition,narrative
003329,26HB00097,2026-02-26T16:36:00.000000Z,2026-02-26T16:36:00.000000Z,"OLMSTED BUILDING, University Park",40.8147955,-77.8653126,Student reported harassment,Open,DC STALKING VIOLENCE AGAINST WOMEN ACT
003329,26UP00942,2026-02-26T16:24:00.000000Z,2026-02-26T16:24:00.000000Z,"EAST PARKING DECK, University Park",40.8046042,-77.8628569,Employee reported a single vehicle crash with no injuries,Closed,End occurred: 02/26/2026 04:44 PM VEHICLE CODE ACCIDENT
003329,26UP00940,2026-02-26T15:44:00.000000Z,2026-02-26T01:30:00.000000Z,"HASTINGS HALL, University Park",40.8075821,-77.8626087,Student reported being harassed,Exceptional Clearance-Adult,"End occurred: 02/26/2026 05:00 AM SIMPLE/OTHER ASSAULT, NOT AGG RFA DOMESTIC DISPUTE DISORDERLY CONDUCT HEALTH AND SAFETY"
003329,PSHI-2026-02-I-134321,2026-02-26T14:33:00.000000Z,2026-02-26T13:47:00.000000Z,"Hershey - Dispatched To: HMC - Main Hospital - 5 - Acute Care > HMC - Main Hospital - 5 - Acute Care, University Park",40.8147955,-77.8653126,Assisted clinical staff with agitated patient.,Closed,Patient Assist/Escort
003329,26UP00939,2026-02-26T14:24:00.000000Z,2026-01-23T00:01:00.000000Z,"OLD MAIN, University Park",40.7964667,-77.8628304,Visitor reported fraudulent activity,Open,End occurred: 02/20/2026 12:59 PM FRAUD IDENTITY THEFT
003329,26UP00938,2026-02-26T13:43:00.000000Z,2026-02-26T13:43:00.000000Z,"WEST HALLS RESIDENCE COMPLEX, University Park",40.7962596,-77.8667378,Student reported they were sexually assaulted by a known person in a residence hall,Not Cleared,End occurred: 02/26/2026 02:18 PM RAPE
003329,PSHI-2026-02-I-134318,2026-02-26T13:12:00.000000Z,2026-02-26T12:24:00.000000Z,"Hershey - Dispatched To: HMC - Children's Hospital - 5 > HMC - Children's Hospital - 5, University Park",40.8147955,-77.8653126,Assisted clinical staff with agitated visitor,Closed,Visitor Problem
003329,26BK00047,2026-02-26T13:09:00.000000Z,2026-02-26T13:00:00.000000Z,"THUN LIBRARY, University Park",40.8147955,-77.8653126,Student reported a University policy violation,Open,End occurred: 02/26/2026 01:15 PM RULES AND REGULATIONS LOST PROPERTY
003329,26UP00936,2026-02-26T12:32:00.000000Z,2026-02-26T12:32:00.000000Z,"STUDENT HEALTH CENTER, University Park",40.8028282,-77.8600005,Student requested assistance with a personal matter,Closed,End occurred: 02/26/2026 01:01 PM HEALTH AND SAFETY
003329,PSHI-2026-02-I-134314,2026-02-26T11:47:00.000000Z,2026-02-26T11:19:00.000000Z,"Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department, University Park",40.8147955,-77.8653126,Assisted clinical staff with agitated patient.,Closed,Patient Assist/Escort
003329,26UP00935,2026-02-26T11:26:00.000000Z,2026-02-26T11:26:00.000000Z,"OFF CAMPUS FRATERNITY, University Park",40.7900329,-77.8703106,Employee reported suspicious activity,Closed,End occurred: 02/26/2026 11:45 AM ASSIST OTHER LE AGENCY no UCR SUSPICIOUS ACTIVITY
003329,26UP00934,2026-02-26T10:39:00.000000Z,2026-02-25T18:00:00.000000Z,"MCELWAIN HALL, University Park",40.8000855,-77.8591489,Student reported a person trespassing inside a residence hall,Exceptional Clearance-Adult,End occurred: 02/26/2026 08:00 AM DC HARASSMENT ALL OT CRIMINAL TRESPASS
003329,26UP00937,2026-02-26T09:43:00.000000Z,2026-02-26T09:37:00.000000Z,"BEAVER STADIUM, University Park",40.8113202,-77.8550395,Visitor reported a hit and run vehicle crash,Open,End occurred: 02/26/2026 09:38 AM VEHICLE CODE ACCIDENT VEHICLE CODE VIOLATION
003329,26UP00933,2026-02-26T09:19:00.000000Z,2026-02-26T09:19:00.000000Z,"EAST PARKING DECK, University Park",40.8046042,-77.8628569,Employee reported a one vehicle crash with no injuries,Closed,VEHICLE CODE VIOLATION VEHICLE CODE ACCIDENT
003329,26UP00932,2026-02-26T09:16:00.000000Z,2026-02-20T00:00:00.000000Z,"OFF CAMPUS PROPERTY, University Park",40.7900329,-77.8703106,Assisted an outside law enforcement agency with an investigation,Closed,End occurred: 02/22/2026 11:59 PM ASSIST OTHER LE AGENCY no UCR RAPE
003329,PSHI-2026-02-I-134303,2026-02-26T08:39:00.000000Z,2026-02-26T08:33:00.000000Z,"Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department, University Park",40.8147955,-77.8653126,Assisted clinical staff with agitated visitor.,Closed,Patient Assist/Escort
003329,26BK00046,2026-02-26T08:26:00.000000Z,2026-02-26T08:26:00.000000Z,"PERKINS STUDENT CENTER, University Park",40.8147955,-77.8653126,Visitor reported an intrusion alarm activation,Closed,ALARMS
003329,26UP00931,2026-02-26T08:15:00.000000Z,2026-02-24T04:40:00.000000Z,"W 17TH ST, University Park",40.8147955,-77.8653126,Assisted an outside law enforcement agency with an investigation,Closed,ASSIST OTHER LE AGENCY no UCR RFA ASSIST OTHER AGENCY/DEPT
003329,26BK00045,2026-02-26T07:38:00.000000Z,2026-02-26T07:38:00.000000Z,"RESIDENCE HALL LOT R1 - BERKS, University Park",40.8147955,-77.8653126,Employee reported a parking concern,Closed,VEHICLE CODE OTHER
003329,26BK00044,2026-02-26T07:22:00.000000Z,2026-02-26T07:00:00.000000Z,"CLARY DR, University Park",40.8147955,-77.8653126,Employee reported a parking concern,Closed,End occurred: 02/26/2026 07:22 AM VEHICLE CODE OTHER
003329,26HN00018,2026-02-26T07:09:00.000000Z,2026-02-26T07:00:00.000000Z,"BOOKSTORE, University Park",40.7985268,-77.8604603,Employee reported unsafe conditions,Closed,End occurred: 02/26/2026 07:09 AM HEALTH AND SAFETY
003329,26UP00930,2026-02-26T04:25:00.000000Z,2026-02-26T04:15:00.000000Z,"EARLE HALL, University Park",40.8069863,-77.8632114,Student observed highly intoxicated and transported to the hospital,Open,End occurred: 02/26/2026 04:25 AM LIQUOR LAW VIOLS RFA AMBULANCE ASSIST HEALTH AND SAFETY
003329,26UP00929,2026-02-26T04:07:00.000000Z,2026-02-26T04:07:00.000000Z,"MCKEAN HALL, University Park",40.8065133,-77.8611231,Student consumed alcoholic beverages being less than 21 years of age,Exceptional Clearance-Adult,End occurred: 02/26/2026 04:25 AM LIQUOR LAW VIOLS HEALTH AND SAFETY
003329,26UP00928,2026-02-26T02:40:00.000000Z,2026-02-26T02:40:00.000000Z,"PANOFSKY HALL, University Park",40.8009179,-77.8539317,Student observed highly intoxicated and transported to the hospital,Closed,End occurred: 02/26/2026 04:00 AM HEALTH AND SAFETY RFA AMBULANCE ASSIST
003329,26UP00925,2026-02-26T01:21:00.000000Z,2026-02-26T00:45:00.000000Z,"BRUMBAUGH HALL, University Park",40.8064583,-77.863198,Underage student observed highly intoxicated and transported to the hospital,Exceptional Clearance-Adult,End occurred: 02/26/2026 01:40 AM LIQUOR LAW VIOLS RFA AMBULANCE ASSIST HEALTH AND SAFETY
003329,PSHI-2026-02-I-134293,2026-02-26T01:16:00.000000Z,2026-02-26T00:26:00.000000Z,"Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital, University Park",40.8147955,-77.8653126,Visitor mismatch to the sex offender registry.,Closed,Sex Offender Registry/False
003329,26UP00926,2026-02-26T01:06:00.000000Z,2026-02-26T01:06:00.000000Z,"STONE HALL, University Park",40.8070705,-77.8616864,Student observed highly intoxicated and transported to the hospital,Exceptional Clearance-Adult,End occurred: 02/26/2026 01:56 AM HEALTH AND SAFETY RFA AMBULANCE ASSIST LIQUOR LAW VIOLS
003329,26UP00923,2026-02-26T00:37:00.000000Z,2026-02-26T00:37:00.000000Z,"COOPER HALL, University Park",40.8000395,-77.8550317,Underage student observed highly intoxicated and transported to the hospital,Exceptional Clearance-Adult,End occurred: 02/26/2026 01:04 AM LIQUOR LAW VIOLS RFA AMBULANCE ASSIST HEALTH AND SAFETY HEALTH AND SAFETY
003329,26UP00922,2026-02-26T00:29:00.000000Z,2026-02-20T00:01:00.000000Z,"FARRELL HALL, University Park",40.8147955,-77.8653126,Student reported disorderly persons,Not Cleared,End occurred: 02/26/2026 12:10 AM SUSPICIOUS ACTIVITY DISORDERLY CONDUCT DC HARASSMENT
003329,PSHI-2026-02-I-134292,2026-02-26T00:12:00.000000Z,2026-02-25T21:51:00.000000Z,"Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3, University Park",40.8147955,-77.8653126,Assisted clinical staff with agitated visitor.,Closed,Visitor Problem/Escorts
003329,PSHI-2026-02-I-134291,2026-02-25T23:31:00.000000Z,2026-02-25T22:43:00.000000Z,"Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department, University Park",40.8147955,-77.8653126,Assisted clinical staff with a patient issue.,Closed,Staff Assist
003329,PSHI-2026-02-I-134288,2026-02-25T22:06:00.000000Z,2026-02-25T22:41:00.000000Z,"Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital, University Park",40.8147955,-77.8653126,Visitor mismatch to the sex offender registry.,Closed,Sex Offender Registry/False
003329,26AB00079,2026-02-25T22:02:00.000000Z,2026-02-25T22:02:00.000000Z,"LIONS GATE AT PENN STATE ABINGTON, University Park",40.8147955,-77.8653126,Employee reported a fire alarm activation,Closed,End occurred: 02/25/2026 10:16 PM ALARMS
003329,26UP00916,2026-02-25T21:20:00.000000Z,2026-02-25T19:11:00.000000Z,"HUB PARKING DECK, University Park",40.799079,-77.8598779,Student reported a hit and run vehicle crash,Closed,End occurred: 02/25/2026 09:20 PM VEHICLE CODE ACCIDENT
003329,26UP00915,2026-02-25T21:05:00.000000Z,2026-02-25T21:05:00.000000Z,"BRYCE JORDAN CENTER, University Park",40.8085471,-77.8554639,Student reported abandoned property,Open,End occurred: 02/25/2026 09:32 PM FOUND PROPERTY
003329,PSHI-2026-02-I-134284,2026-02-25T20:28:00.000000Z,2026-02-25T20:28:00.000000Z,"Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital, University Park",40.8147955,-77.8653126,Paperwork turned over to security by staff.,Closed,Staff Assist
003329,26UP00914,2026-02-25T20:18:00.000000Z,2026-02-25T20:18:00.000000Z,"HUCK LIFE SCIENCES BLDG, University Park",40.8009423,-77.861494,Employee reported fraudulent activity,Not Cleared,End occurred: 02/25/2026 08:41 PM SUSPICIOUS ACTIVITY FRAUD IMPERSONATE PUBL SERVANT
003329,26BR00016,2026-02-25T18:50:00.000000Z,2026-02-25T18:50:00.000000Z,"HARMONY HALL, University Park",40.8147955,-77.8653126,Employee reported a fire alarm activation,Closed,End occurred: 02/25/2026 07:15 PM ALARMS
003329,26UP00913,2026-02-25T18:08:00.000000Z,2026-02-25T18:08:00.000000Z,"INNOVATION BLVD, University Park",40.830436,-77.8447231,Assisted the fire department with a reported fire alarm activation,Closed,End occurred: 02/25/2026 07:02 PM RFA FIRE ASSIST ALARMS
003329,26AB00078,2026-02-25T17:34:00.000000Z,2026-02-25T19:00:00.000000Z,"LIONS GATE AT PENN STATE ABINGTON, University Park",40.8147955,-77.8653126,Employee reported a fire alarm activation,Closed,End occurred: 02/25/2026 07:10 PM ALARMS
003329,26AB00077,2026-02-25T17:31:00.000000Z,2026-02-25T17:31:00.000000Z,"LIONS GATE AT PENN STATE ABINGTON, University Park",40.8147955,-77.8653126,Employee reported a fire alarm activation,Closed,End occurred: 02/25/2026 05:45 PM ALARMS
003329,PSHI-2026-02-I-134281,2026-02-25T17:25:00.000000Z,2026-02-25T15:45:00.000000Z,"Hershey - Dispatched To: HMC - Main Hospital  > HMC - Main Hospital, University Park",40.8147955,-77.8653126,Assisted staff with a missing item.,Closed,Theft/General/Larceny
003329,26UP00912,2026-02-25T17:23:00.000000Z,2026-02-24T15:00:00.000000Z,"WILLARD BLDG, University Park",40.7957665,-77.8639693,Student reported the theft of their unattended personal property,Not Cleared,"End occurred: 02/25/2026 05:00 PM THEFT, FROM BUILDING"
003329,26AL00094,2026-02-25T17:00:00.000000Z,2026-02-25T17:00:00.000000Z,"CAMPUS VIEW DR, University Park",40.8147955,-77.8653126,Assisted an outside law enforcement agency with an investigation,Closed,End occurred: 02/25/2026 05:33 PM ASSIST OTHER LE AGENCY no UCR
003329,26UP00911,2026-02-25T16:44:00.000000Z,2026-02-02T22:00:00.000000Z,"MCELWAIN HALL, University Park",40.8000855,-77.8591489,Student reported damage to their privately owned vehicle,Not Cleared,End occurred: 02/03/2026 09:00 AM CRIMINAL MISCHIEF
003329,26UP00910,2026-02-25T16:40:00.000000Z,2026-02-24T00:00:00.000000Z,"OFF CAMPUS FRATERNITY, University Park",40.7900329,-77.8703106,Assisted an outside law enforcement agency with an investigation,Closed,End occurred: 02/25/2026 04:40 PM ASSIST OTHER LE AGENCY no UCR ALL OT HAZING PROHIBITED
003329,26UP00909,2026-02-25T15:15:00.000000Z,2025-07-31T12:17:00.000000Z,"UNIVERSITY SUPPORT BLDG I, University Park",40.8147955,-77.8653126,Student reported suspicious activity,Closed,End occurred: 02/25/2026 03:15 PM SUSPICIOUS ACTIVITY RFA CIVIL
003329,PSHI-2026-02-I-134278,2026-02-25T15:06:00.000000Z,2026-02-25T13:24:00.000000Z,"Hershey - Dispatched To: HMC - Main Hospital - G - Radiology > HMC - Main Hospital - G - Radiology, University Park",40.8147955,-77.8653126,Team de-escalation for agitated patient.,Review,Behavioral De-escalation Team (BDRT) (BERT)
003329,26SL00021,2026-02-25T14:40:00.000000Z,2025-08-01T00:00:00.000000Z,"NITTANY APARTMENTS I, University Park",40.8035273,-77.8574962,Student reported being harassed,Open,End occurred: 02/25/2026 07:00 PM DC STALKING DC HARASSMENT
003329,PSHI-2026-02-I-134274,2026-02-25T14:19:00.000000Z,2026-02-25T13:20:00.000000Z,"Hershey - Dispatched To: HMC Off-Site - PSMG - Northeast Drive - Psychiatry\Behavior Health Clinic - PSMG > HMC Off-Site - PSMG - Northeast Drive - Psychiatry\Behavior Health Clinic - PSMG, University Park",40.8147955,-77.8653126,Assisted clinical staff with agitated patient.,Review,Staff Assist
003329,26UP00908,2026-02-25T13:40:00.000000Z,2026-02-17T18:20:00.000000Z,"REDIFER HALL, University Park",40.7998454,-77.8563765,Employee reported the theft of University property,Not Cleared,"End occurred: 02/17/2026 06:44 PM THEFT, RETAIL THEFT"
003329,26AB00076,2026-02-25T13:30:00.000000Z,2026-02-25T09:30:00.000000Z,"LOT J - ABINGTON, University Park",40.8147955,-77.8653126,Employee reported a concern for another employee,Closed,End occurred: 02/25/2026 01:00 AM HEALTH AND SAFETY
003329,26LV00005,2026-02-25T12:58:00.000000Z,2026-02-25T12:58:00.000000Z,"LEHIGH VALLEY BLDG, University Park",40.8147955,-77.8653126,Employee reported a fire alarm activation,Closed,End occurred: 02/25/2026 01:20 PM ALARMS
003329,PSHI-2026-02-I-134268,2026-02-25T12:48:00.000000Z,2026-02-25T07:17:00.000000Z,"Hershey - Dispatched To: HMC Off-Site - PSMG - Palmyra - PSMG > HMC Off-Site - PSMG - Palmyra - PSMG, University Park",40.8147955,-77.8653126,Assisted clinical staff with agitated patient.,Review,Patient Assist/Stand By
003329,26AB00075,2026-02-25T11:40:00.000000Z,2026-02-18T23:00:00.000000Z,"OLD YORK RD, University Park",40.8147955,-77.8653126,Visitor requested assistance with a civil matter,Closed,End occurred: 02/24/2026 03:00 AM RFA CIVIL
003329,26HB00093,2026-02-25T10:40:00.000000Z,2026-02-25T08:00:00.000000Z,"W MAIN ST, University Park",40.2986313,-76.3007908,Student requested assistance with a personal matter,Closed,End occurred: 02/25/2026 11:00 AM RFA OTHER
003329,26UP00907,2026-02-25T10:07:00.000000Z,2026-02-18T11:07:00.000000Z,"REDIFER HALL, University Park",40.7998454,-77.8563765,Employee reported the theft of University property,Open,"End occurred: 02/18/2026 11:25 AM THEFT, RETAIL THEFT"
003329,26UP00906,2026-02-25T10:04:00.000000Z,2026-02-21T23:00:00.000000Z,"BRYCE JORDAN CENTER, University Park",40.8085471,-77.8554639,Student reported the theft of their unsecured personal property,Open,"End occurred: 02/22/2026 03:30 AM THEFT, FROM BUILDING"
003329,26UP00905,2026-02-25T09:29:00.000000Z,2026-02-25T09:29:00.000000Z,"OFF CAMPUS FRATERNITY, University Park",40.7900329,-77.8703106,Assisted an outside agency with a reported Hazing at an off campus fraternity,Closed,End occurred: 02/25/2026 09:46 AM ASSIST OTHER LE AGENCY no UCR ALL OT HAZING PROHIBITED
003329,26UP00904,2026-02-25T08:11:00.000000Z,2026-02-20T10:26:00.000000Z,"REDIFER HALL, University Park",40.7998454,-77.8563765,Employee reported the theft of University property,Open,"End occurred: 02/20/2026 10:33 AM THEFT, RETAIL THEFT"
003329,26UP00903,2026-02-25T07:12:00.000000Z,2026-02-20T14:37:00.000000Z,"REDIFER HALL, University Park",40.7998454,-77.8563765,Employee reported the theft of University property,Open,"End occurred: 02/20/2026 02:40 PM THEFT, RETAIL THEFT"
003329,26BR00015,2026-02-25T01:45:00.000000Z,2026-02-25T01:45:00.000000Z,"HARMONY HALL, University Park",40.8147955,-77.8653126,Student reported a University policy violation,Closed,End occurred: 02/25/2026 01:59 AM RULES AND REGULATIONS
003329,26UP00902,2026-02-25T00:22:00.000000Z,2026-02-25T00:10:00.000000Z,"HARTRANFT HALL, University Park",40.8001612,-77.8578559,"Resident Assistant reported the odor of marijuana, origin not located",Closed,End occurred: 02/25/2026 12:33 AM HEALTH AND SAFETY
003329,26UP00899,2026-02-24T22:36:00.000000Z,2026-02-24T22:36:00.000000Z,"AIRPORT AIR TERMINAL BLDG, University Park",40.8147955,-77.8653126,Employee reported suspicious activity,Closed,End occurred: 02/24/2026 11:13 PM SUSPICIOUS ACTIVITY
003329,26UP00898,2026-02-24T21:37:00.000000Z,2026-02-24T21:37:00.000000Z,"MCKEAN HALL, University Park",40.8065133,-77.8611231,Officer observed students engaged in disorderly behavior,Not Cleared,End occurred: 02/24/2026 10:15 PM DISORDERLY CONDUCT HEALTH AND SAFETY DISORDERLY CONDUCT RULES AND REGULATIONS
003329,26UP00897,2026-02-24T21:07:00.000000Z,2026-02-24T21:07:00.000000Z,"OLD MAIN, University Park",40.7964667,-77.8628304,Employee reported disorderly persons,Not Cleared,End occurred: 02/24/2026 09:40 PM RFA NOISE COMPLAINT DISORDERLY CONDUCT
003329,26HB00092,2026-02-24T21:02:00.000000Z,2026-02-24T21:02:00.000000Z,"UPPER OLMSTED WEST LOT - HARRISBURG, University Park",40.2731911,-76.8867008,Assisted the ambulance with a medical emergency,Closed,HEALTH AND SAFETY RFA AMBULANCE ASSIST
003329,26UP00896,2026-02-24T20:08:00.000000Z,2026-02-24T17:07:00.000000Z,"INTRAMURAL BLDG, University Park",40.807,-77.859,Student reported the theft of their unsecured personal property,Not Cleared,"End occurred: 02/24/2026 08:08 PM THEFT, FROM BUILDING"
003329,26UP00895,2026-02-24T19:23:00.000000Z,2026-02-24T19:23:00.000000Z,"NITTANY APT, University Park",40.7973179,-77.8708701,Student reported a smoke condition,Closed,End occurred: 02/24/2026 07:40 PM RFA FIRE ASSIST HEALTH AND SAFETY
003329,26UP00894,2026-02-24T17:34:00.000000Z,2026-02-24T16:20:00.000000Z,"PATTEE LIBRARY, University Park",40.7980655,-77.8658612,Student reported the theft of their unsecured personal property,Not Cleared,"End occurred: 02/24/2026 05:00 PM THEFT, FROM BUILDING"
003329,PSHI-2026-02-I-134237,2026-02-24T17:26:00.000000Z,2026-02-24T17:18:00.000000Z,"Hershey - Dispatched To: HMC - Life Lion Hanger > HMC - Life Lion Hanger, University Park",40.8147955,-77.8653126,Vetted nuisance phone call issue.,Closed,Suspicious Activity
003329,26AL00093,2026-02-24T17:01:00.000000Z,2023-02-24T16:55:00.000000Z,"PENN BLDG, University Park",40.8147955,-77.8653126,Employee reported the theft of University Property from a secured University building,Cleared By Adult Arrest,"End occurred: 02/24/2026 05:00 PM ALL OT CRIMINAL TRESPASS BURGLARY, NONRES, NO FORCE THEFT, OTHER ASSIST OTHER LE AGENCY no UCR"
003329,26UP00893,2026-02-24T16:47:00.000000Z,2026-02-24T16:47:00.000000Z,"STUDENT HEALTH CENTER, University Park",40.8028282,-77.8600005,Assisted a student with a personal matter,Closed,End occurred: 02/24/2026 05:45 PM HEALTH AND SAFETY
003329,26BW00044,2026-02-24T16:43:00.000000Z,2026-02-24T16:43:00.000000Z,"STUDENT UNION AND DINING, University Park",40.8147955,-77.8653126,Employee reported a panic alarm activation,Closed,End occurred: 02/24/2026 04:55 PM ALARMS
003329,26HB00090,2026-02-24T16:35:00.000000Z,2026-02-24T16:35:00.000000Z,"CONOY HOUSE, University Park",40.8147955,-77.8653126,Employee reported a fire alarm activation,Closed,ALARMS
003329,26UP00892,2026-02-24T15:52:00.000000Z,2026-02-24T15:52:00.000000Z,"ORANGE L EAST (FOUNDERS LOT), University Park",40.8147955,-77.8653126,Visitor reported a two vehicle crash with no injuries,Closed,End occurred: 02/24/2026 04:25 PM VEHICLE CODE ACCIDENT
003329,26HB00089,2026-02-24T15:48:00.000000Z,2026-02-24T15:48:00.000000Z,"JUNIATA HOUSE, University Park",40.8147955,-77.8653126,"Employee reported the odor of marijuana, origin not located",Closed,HEALTH AND SAFETY
003329,26UP00891,2026-02-24T15:13:00.000000Z,2026-02-24T15:13:00.000000Z,"WEST DECK, University Park",40.791063,-77.8713604,Student reported a two vehicle crash with no injuries,Closed,End occurred: 02/24/2026 03:40 PM VEHICLE CODE ACCIDENT
003329,26AL00092,2026-02-24T15:09:00.000000Z,2026-02-24T14:30:00.000000Z,"CAMPUS VIEW DR, University Park",40.8147955,-77.8653126,Student reported being harassed,Not Cleared,"End occurred: 02/24/2026 03:00 PM SIMPLE/OTHER ASSAULT, NOT AGG ASSIST OTHER LE AGENCY no UCR"
003329,26UP00890,2026-02-24T15:07:00.000000Z,2026-02-15T17:11:00.000000Z,"UNKNOWN LOCATION, University Park",40.8147955,-77.8653126,Employee reported being harassed,Open,"SIMPLE/OTHER ASSAULT, NOT AGG DC HARASSMENT"
003329,26BR00014,2026-02-24T14:46:00.000000Z,2026-02-21T03:00:00.000000Z,"HARMONY HALL, University Park",40.8147955,-77.8653126,Student reported the theft of their unattended personal property,Not Cleared,"End occurred: 02/24/2026 02:46 PM THEFT, FROM BUILDING"
003329,26AB00073,2026-02-24T14:17:00.000000Z,2026-02-24T14:17:00.000000Z,"LIONS GATE AT PENN STATE ABINGTON, University Park",40.8147955,-77.8653126,Employee reported a fire alarm activation,Closed,End occurred: 02/24/2026 02:38 PM ALARMS
003329,26AB00074,2026-02-24T14:15:00.000000Z,2026-02-24T14:15:00.000000Z,"LIONS GATE AT PENN STATE ABINGTON, University Park",40.8147955,-77.8653126,Employee requested assistance with an administrative matter,Closed,End occurred: 02/24/2026 02:45 PM SUSPICIOUS ACTIVITY RFA VIDEO REQUESTS
003329,26UP00889,2026-02-24T14:08:00.000000Z,2026-02-20T17:40:00.000000Z,"REDIFER HALL, University Park",40.7998454,-77.8563765,Employee reported the theft of University property,Open,"End occurred: 02/20/2026 05:50 PM THEFT, RETAIL THEFT"
003329,26HB00091,2026-02-24T13:30:00.000000Z,2026-02-24T10:23:00.000000Z,"OLMSTED PARKING LOT - HARRISBURG, University Park",40.2731911,-76.8867008,Student reported suspicious activity,Closed,End occurred: 02/24/2026 01:27 PM SUSPICIOUS ACTIVITY
003329,26BK00042,2026-02-24T12:22:00.000000Z,2026-02-24T12:50:00.000000Z,"LUERSSEN SCIENCE BUILDING, University Park",40.8203911,-77.8453936,Assisted the ambulance with a medical emergency,Closed,HEALTH AND SAFETY RFA AMBULANCE ASSIST RFA FIRE ASSIST
003329,26BK00041,2026-02-24T11:40:00.000000Z,2026-02-24T11:40:00.000000Z,"LUERSSEN SCIENCE BUILDING, University Park",40.8203911,-77.8453936,Employee requested assistance in locating a student,Closed,End occurred: 02/24/2026 11:55 AM RFA ATTEMPT TO LOCATE
003329,26UP00888,2026-02-24T09:43:00.000000Z,2026-02-24T08:36:00.000000Z,"EAST PARKING DECK, University Park",40.8046042,-77.8628569,Employee reported a hit and run vehicle crash,Open,End occurred: 02/24/2026 09:43 AM VEHICLE CODE VIOLATION VEHICLE CODE ACCIDENT
003329,26UP00887,2026-02-24T08:32:00.000000Z,2026-02-24T08:00:00.000000Z,"PATERNO LIBRARY, University Park",40.798159,-77.8658356,Employee requested assistance with an administrative matter,Closed,End occurred: 02/24/2026 08:37 AM RFA OTHER
003329,26HN00017,2026-02-24T04:25:00.000000Z,2026-02-24T04:25:00.000000Z,"DINING HALL, University Park",40.8147955,-77.8653126,Employee reported an intrusion alarm activation,Closed,End occurred: 02/24/2025 04:50 AM ALARMS
